date,country_code,country_name,us_bond_survey_pos,us_bond_adj_net_flow,us_bond_adj_val_chg,us_bond_monthly_gap,us_bond_est_pos,us_stk_survey_pos,us_stk_adj_net_flow,us_stk_adj_val_chg,us_stk_monthly_gap,us_stk_est_pos
11/30/2019,39001,CaribBanking,ND,-1752,-824,2888,561206,ND,4780,23290,26126,1730941
11/30/2019,39942,LATotal,ND,1520,-2125,-834,222823,ND,-1674,-10968,3140,253070
11/30/2019,41408,China,ND,-7001,26,8487,14866,ND,119,3383,-1015,190864
11/30/2019,42005,HongKong,ND,2197,-4,-2182,7292,ND,7247,-2891,-6749,163599
11/30/2019,42102,India,ND,-271,-48,659,14493,ND,-491,-1029,4401,178408
11/30/2019,42218,Indonesia,ND,-5,-11,104,36650,ND,-3,-1008,-706,33835
11/30/2019,42501,Israel,ND,-232,-92,460,18326,ND,-198,2334,672,48525
11/30/2019,42609,Japan,ND,-635,-1634,1136,172524,ND,-148,4968,7918,909502
11/30/2019,43001,Korea,ND,165,-110,-547,19514,ND,-2593,-2980,2231,195827
11/30/2019,43419,Lebanon,ND,-179,-254,127,987,ND,0,0,-2,5
11/30/2019,43605,Malaysia,ND,-164,44,533,9901,ND,-64,-463,-128,20457
11/30/2019,44806,Philippines,ND,187,-14,-185,6267,ND,7,-714,196,20318
11/30/2019,46019,Singapore,ND,-279,-18,838,12846,ND,1223,-1008,-685,62092
11/30/2019,46302,Taiwan,ND,-42,0,12,53,ND,-770,3022,679,200094
11/30/2019,46418,Thailand,ND,-126,-3,28,6721,ND,-2,-96,-125,38529
11/30/2019,46604,UAE,ND,-72,-59,279,11903,ND,45,-11,-506,7384
11/30/2019,49999,AsiaTotal,ND,-6373,-2377,9807,374924,ND,3713,3629,7362,2096832
11/30/2019,53201,Liberia,ND,-1,-12,3,1485,ND,1,1450,251,15762
11/30/2019,53805,Mauritius,ND,-9,-11,57,1552,ND,67,-29,237,16074
11/30/2019,55719,SouthAfrica,ND,89,199,-276,13818,ND,-209,-114,-1997,64672
11/30/2019,57002,Egypt,ND,12,35,321,6557,ND,-9,-5,-155,3695
11/30/2019,59994,AfricaTotal,ND,373,27,782,42009,ND,-286,1265,-1760,103065
11/30/2019,60089,Australia,ND,-4045,-305,4038,121437,ND,-140,813,1458,206774
11/30/2019,61689,NZealand,ND,-99,-15,63,10593,ND,-48,1097,-90,12630
11/30/2019,66666,EME,ND,-6654,-2823,12262,507606,ND,1770,-11010,1465,1627875
11/30/2019,69995,ForeignAll,ND,-8216,-12550,15938,3066239,ND,-5998,108621,51921,9098328
11/30/2019,79995,IROTotal,ND,-4750,-489,5080,86142,ND,-110,14,-150,149
11/30/2019,99996,Total,ND,-12966,-12575,20564,3152427,ND,-6108,108539,51490,9098853
12/31/2019,10189,Austria,12299,-1,73,94,12299,14123,6,416,374,14123
12/31/2019,10251,Belgium,7619,4606,73,-5127,7619,54034,-14,1416,504,54034
12/31/2019,10502,Denmark,16776,220,74,82,16776,98540,-23,4244,1794,98540
12/31/2019,10707,Finland,13370,-71,47,1722,13370,38664,99,1831,690,38664
12/31/2019,10804,France,167973,-978,810,1055,167973,468257,-855,13082,4313,468257
12/31/2019,11002,Germany,70437,-2022,515,403,70437,380907,-1433,7107,4716,380907
12/31/2019,11207,Greece,3943,-9,0,-46,3943,7415,-11,199,-28,7415
12/31/2019,11401,Ireland,78236,782,93,-1486,78236,560508,-823,23019,18361,560508
12/31/2019,11509,Italy,43679,-530,430,1,43679,98737,-49,2595,1059,98737
12/31/2019,11703,Luxembourg,71923,695,11,875,71923,81251,-697,3031,3643,81251
12/31/2019,12009,Monaco,0,5,0,-5,0,31,-10,17,-434,31
12/31/2019,12106,Netherlands,188336,-1712,369,1324,188336,370537,-115,13639,-5162,370537
12/31/2019,12203,Norway,24383,11,199,222,24383,35874,-150,2268,650,35874
12/31/2019,12319,Portugal,3688,8,34,-53,3688,8913,50,408,39,8913
12/31/2019,12505,Spain,44210,-194,441,-1380,44210,115112,312,4186,1002,115112
12/31/2019,12602,Sweden,29852,1337,121,-2050,29852,110172,-62,5439,-3452,110172
12/31/2019,12688,Switzerland,42196,-231,182,2009,42196,552023,186,23461,684,552023
12/31/2019,12807,Turkey,14293,-108,161,213,14293,14021,-33,241,9,14021
12/31/2019,13005,UK,411510,3301,2014,-6990,411510,1013549,10277,49772,-37270,1013549
12/31/2019,13006,Guernsey,11341,193,54,-365,11341,35478,168,1773,-745,35478
12/31/2019,13007,Jersey,8662,5,65,-2636,8662,95923,-703,4597,61,95923
12/31/2019,15288,CzechRep,1798,-4,21,-71,1798,2100,9,120,-94,2100
12/31/2019,15768,Poland,7875,-20,152,-410,7875,9238,-14,243,1,9238
12/31/2019,16101,Russia,16559,-39,498,-242,16559,66842,9,4318,2983,66842
12/31/2019,16713,EuroArea,705713,715,2901,-2631,705713,2198457,-3482,71031,29371,2198457
12/31/2019,19992,EurTotal,1332432,5090,6429,-11722,1332432,4246806,7277,168450,-7444,4246806
12/31/2019,29998,Canada,394631,-4012,1162,-67,394631,592702,-5025,13841,1443,592702
12/31/2019,30104,Argentina,19032,80,3913,-6155,19032,3013,-160,298,436,3013
12/31/2019,30155,Barbados,1911,34,73,-29,1911,2,-14,0,14,2
12/31/2019,30309,Brazil,28624,-2971,1201,183,28624,168530,-388,17648,-437,168530
12/31/2019,30406,Chile,24574,-120,217,39,24574,10949,-968,1006,1290,10949
12/31/2019,30503,Colombia,22489,183,602,-426,22489,6303,-58,609,29,6303
12/31/2019,31704,Mexico,82988,1168,1496,-4506,82988,66474,-359,2886,1588,66474
12/31/2019,31887,Panama,10742,23,23,218,10742,20298,-815,1440,1757,20298
12/31/2019,32204,Peru,12492,102,111,1273,12492,2741,-299,69,-280,2741
12/31/2019,32409,TrinidadTobago,733,-29,30,-4,733,0,-19,0,19,0
12/31/2019,32603,Uruguay,5888,-57,31,3,5888,0,-136,1,129,0
12/31/2019,32719,Venezuela,1323,16,-2,-150,1323,0,-13,0,13,0
12/31/2019,34401,CaribTotal,561981,-4169,444,4287,561981,1838472,-3620,48458,42472,1838472
12/31/2019,35254,Aruba,225,0,9,-17,225,0,2,0,-2,0
12/31/2019,35319,Bahamas,2875,-679,0,611,2875,5447,195,151,-1378,5447
12/31/2019,35602,Bermuda,35397,83,-3,647,35397,239412,-1002,9596,488,239412
12/31/2019,35807,BritishVI,18577,537,3,-392,18577,52420,1845,1117,-1812,52420
12/31/2019,36137,Cayman,494479,-3188,-491,3499,494479,1501485,-951,29915,44507,1501485
12/31/2019,36188,Curacao,1322,-19,0,-44,1322,39600,108,3882,513,39600
12/31/2019,37206,NethAnt,4680,-6,0,-217,4680,64972,108,3882,2865,64972
12/31/2019,39001,CaribBanking,562071,-4304,-471,5639,562071,1819063,-4310,44985,47447,1819062
12/31/2019,39942,LATotal,219806,-2958,8352,-8411,219806,278381,-3239,23964,4586,278381
12/31/2019,41408,China,15197,-6670,104,6897,15197,204252,500,16022,-3134,204252
12/31/2019,42005,HongKong,7219,2138,2,-2213,7219,170834,5970,6499,-5234,170834
12/31/2019,42102,India,14547,-350,66,338,14547,185107,-434,2689,4443,185107
12/31/2019,42218,Indonesia,36324,-630,446,-141,36324,36387,-72,2369,254,36387
12/31/2019,42501,Israel,18468,-137,-88,368,18468,50773,-226,-944,3418,50773
12/31/2019,42609,Japan,164225,-2373,383,-6309,164225,926921,-594,17851,163,926921
12/31/2019,43001,Korea,19354,-536,182,194,19354,211615,-2402,17367,823,211615
12/31/2019,43419,Lebanon,989,-4,-1,7,989,6,-1,0,2,6
12/31/2019,43605,Malaysia,10495,19,181,394,10495,21120,-42,795,-90,21120
12/31/2019,44806,Philippines,6231,86,3,-126,6231,19993,-19,322,-629,19993
12/31/2019,46019,Singapore,11686,175,67,-1402,11686,64120,663,1840,-475,64120
12/31/2019,46302,Taiwan,69,-363,0,380,69,214803,-393,14359,743,214803
12/31/2019,46418,Thailand,6461,683,63,-1007,6461,37874,-59,324,-920,37874
12/31/2019,46604,UAE,11776,-127,-56,57,11776,7320,-186,406,-284,7320
12/31/2019,49999,AsiaTotal,365902,-9445,1173,-750,365902,2180507,1746,81699,230,2180507
12/31/2019,53201,Liberia,1492,5,-4,6,1492,17426,4,1777,-116,17426
12/31/2019,53805,Mauritius,1589,2,-3,38,1589,16003,0,1145,-1216,16003
12/31/2019,55719,SouthAfrica,13844,165,468,-607,13844,70959,-98,6216,170,70959
12/31/2019,57002,Egypt,6826,8,158,103,6826,3734,0,204,-164,3734
12/31/2019,59994,AfricaTotal,42997,-115,563,540,42997,111000,-48,10765,-2782,111000
12/31/2019,60089,Australia,120589,-830,364,-383,120589,201612,-379,2768,-7551,201612
12/31/2019,61689,NZealand,11402,-346,104,1050,11402,13718,14,616,457,13718
12/31/2019,66666,EME,505004,-10316,10537,-2823,505004,1735169,-976,103500,4769,1735169
12/31/2019,69995,ForeignAll,3052699,-16745,17542,-14338,3052699,9478007,-3246,350287,32638,9478007
12/31/2019,79995,IROTotal,86727,-3635,-369,4589,86727,8,-5,58,-194,8
12/31/2019,99996,Total,3139470,-20380,18118,-10694,3139470,9478014,-3251,350002,32410,9478014
1/31/2020,10189,Austria,ND,-1208,93,1266,12450,ND,-106,-879,159,13297
1/31/2020,10251,Belgium,ND,14022,-5,-13507,8129,ND,-98,-1934,1165,53167
1/31/2020,10502,Denmark,ND,-119,128,351,17136,ND,254,1710,-722,99782
1/31/2020,10707,Finland,ND,-926,145,-459,12130,ND,13,443,694,39813
1/31/2020,10804,France,ND,-2672,1527,8864,175692,ND,-824,-16333,7817,458918
1/31/2020,11002,Germany,ND,-3939,324,8741,75562,ND,-952,-11709,6194,374439
1/31/2020,11207,Greece,ND,-1,2,25,3970,ND,-8,-376,146,7177
1/31/2020,11401,Ireland,ND,963,1210,-1496,78912,ND,737,-24718,-5854,530673
1/31/2020,11509,Italy,ND,-438,316,2512,46069,ND,-287,-2478,2550,98521
1/31/2020,11703,Luxembourg,ND,5346,1461,-6451,72279,ND,189,-2187,-2811,76441
1/31/2020,12009,Monaco,ND,2,2,-4,0,ND,-10,-1,43,63
1/31/2020,12106,Netherlands,ND,-2773,2912,2644,191119,ND,-360,-11147,1419,360449
1/31/2020,12203,Norway,ND,925,193,-590,24911,ND,215,-2335,524,34278
1/31/2020,12319,Portugal,ND,97,17,298,4099,ND,32,425,-517,8852
1/31/2020,12505,Spain,ND,-741,155,437,44061,ND,-283,-3229,1290,112889
1/31/2020,12602,Sweden,ND,-321,282,1951,31764,ND,130,-2919,5861,113244
1/31/2020,12688,Switzerland,ND,748,710,-158,43497,ND,98,4374,-1379,555116
1/31/2020,12807,Turkey,ND,-88,599,-26,14778,ND,-39,205,919,15106
1/31/2020,13005,UK,ND,1849,5930,734,420023,ND,12076,-38851,21696,1008471
1/31/2020,13006,Guernsey,ND,22,158,60,11582,ND,103,-1405,825,35001
1/31/2020,13007,Jersey,ND,-40,152,-205,8569,ND,281,-3638,539,93105
1/31/2020,15288,CzechRep,ND,182,3,-168,1815,ND,-25,-77,73,2071
1/31/2020,15768,Poland,ND,-125,-86,-254,7410,ND,-52,-542,120,8764
1/31/2020,16101,Russia,ND,6,-147,1605,18023,ND,14,-2125,3737,68468
1/31/2020,16713,EuroArea,ND,7471,8263,2799,724246,ND,-2028,-74192,12435,2134672
1/31/2020,19992,EurTotal,ND,9789,16589,5825,1364636,ND,10279,-120716,46387,4182755
1/31/2020,29998,Canada,ND,-10013,5609,14694,404920,ND,47,-3767,526,589508
1/31/2020,30104,Argentina,ND,360,-1725,6550,24217,ND,-245,-73,415,3110
1/31/2020,30155,Barbados,ND,-178,22,179,1935,ND,109,0,-109,2
1/31/2020,30309,Brazil,ND,2501,-703,-846,29576,ND,-412,-12777,3752,159092
1/31/2020,30406,Chile,ND,3225,321,-380,27741,ND,-343,-847,1075,10834
1/31/2020,30503,Colombia,ND,-192,231,1199,23727,ND,-52,-432,387,6205
1/31/2020,31704,Mexico,ND,7159,1953,-1278,90822,ND,-515,899,3004,69862
1/31/2020,31887,Panama,ND,-588,269,511,10935,ND,-121,-2289,-588,17300
1/31/2020,32204,Peru,ND,-42,214,14,12677,ND,-81,-167,745,3238
1/31/2020,32409,TrinidadTobago,ND,8,9,6,755,ND,-10,0,10,0
1/31/2020,32603,Uruguay,ND,-149,227,100,6066,ND,-129,0,129,0
1/31/2020,32719,Venezuela,ND,-14,83,12,1404,ND,-27,0,27,0
1/31/2020,34401,CaribTotal,ND,-3986,5847,8812,572654,ND,9928,-28491,5737,1825645
1/31/2020,35254,Aruba,ND,0,3,6,234,ND,-2,0,2,0
1/31/2020,35319,Bahamas,ND,2209,26,-2203,2908,ND,-542,-83,2115,6937
1/31/2020,35602,Bermuda,ND,-690,629,1864,37200,ND,-260,-6514,-362,232276
1/31/2020,35807,BritishVI,ND,733,366,-1125,18552,ND,-6882,-448,8312,53402
1/31/2020,36137,Cayman,ND,-6645,3831,10651,502316,ND,4050,-12329,6734,1499940
1/31/2020,36188,Curacao,ND,25,26,-53,1320,ND,31,-6597,631,33665
1/31/2020,37206,NethAnt,ND,52,27,-83,4677,ND,33,-6603,-3218,55184
1/31/2020,39001,CaribBanking,ND,-6395,4783,11442,571900,ND,10042,-27818,2157,1803444
1/31/2020,39942,LATotal,ND,12131,991,5820,238747,ND,-1978,-15690,8942,269656
1/31/2020,41408,China,ND,-2555,130,4523,17295,ND,-169,-9956,12859,206986
1/31/2020,42005,HongKong,ND,-2220,133,2322,7454,ND,1900,-7636,450,165547
1/31/2020,42102,India,ND,-456,34,1443,15568,ND,-579,-1491,3388,186425
1/31/2020,42218,Indonesia,ND,-28,497,1481,38274,ND,147,-1010,1800,37323
1/31/2020,42501,Israel,ND,-581,164,1148,19199,ND,73,2403,-661,52588
1/31/2020,42609,Japan,ND,-578,1797,3393,168837,ND,320,-12713,5561,920089
1/31/2020,43001,Korea,ND,-3031,-43,2777,19057,ND,-1793,-11261,1320,199881
1/31/2020,43419,Lebanon,ND,18,-177,61,891,ND,3,0,-2,8
1/31/2020,43605,Malaysia,ND,-96,206,7,10611,ND,-24,-843,48,20301
1/31/2020,44806,Philippines,ND,-736,109,531,6134,ND,34,-1603,929,19352
1/31/2020,46019,Singapore,ND,-135,132,1418,13100,ND,2462,-2306,-2529,61747
1/31/2020,46302,Taiwan,ND,-346,0,372,96,ND,748,-10083,1506,206974
1/31/2020,46418,Thailand,ND,107,-218,28,6377,ND,-75,-3277,-527,33996
1/31/2020,46604,UAE,ND,-327,103,218,11770,ND,-154,-226,511,7451
1/31/2020,49999,AsiaTotal,ND,-12693,3250,21249,377708,ND,1921,-61032,26470,2147865
1/31/2020,53201,Liberia,ND,2,47,-147,1394,ND,11,-2150,-324,14963
1/31/2020,53805,Mauritius,ND,2,45,-46,1590,ND,-24,-747,981,16214
1/31/2020,55719,SouthAfrica,ND,775,-409,-396,13814,ND,-103,-6298,1170,65728
1/31/2020,57002,Egypt,ND,-29,136,178,7111,ND,-2,-115,475,4091
1/31/2020,59994,AfricaTotal,ND,496,588,-135,43945,ND,-48,-10237,3231,103946
1/31/2020,60089,Australia,ND,3502,1499,-260,125330,ND,-259,182,326,201861
1/31/2020,61689,NZealand,ND,-98,54,305,11664,ND,13,-92,112,13751
1/31/2020,66666,EME,ND,487,3401,24697,533589,ND,-527,-76786,37932,1695788
1/31/2020,69995,ForeignAll,ND,-879,35569,55789,3143178,ND,19895,-239727,88065,9346240
1/31/2020,79995,IROTotal,ND,-6616,1723,9165,90999,ND,-23,-27,48,5
1/31/2020,99996,Total,ND,-7495,36095,66126,3234196,ND,19872,-239780,87868,9345974
2/29/2020,10189,Austria,ND,-720,27,777,12534,ND,4,-1443,62,11921
2/29/2020,10251,Belgium,ND,5962,-31,-5713,8347,ND,-26,-8862,1416,45695
2/29/2020,10502,Denmark,ND,439,48,-54,17569,ND,177,-6184,2915,96690
2/29/2020,10707,Finland,ND,-373,54,44,11855,ND,-140,-3150,1346,37870
2/29/2020,10804,France,ND,-997,539,3374,178608,ND,550,-40657,4608,423419
2/29/2020,11002,Germany,ND,272,111,2434,78379,ND,-24,-35450,418,339383
2/29/2020,11207,Greece,ND,-22,1,299,4248,ND,-17,-1591,4,5574
2/29/2020,11401,Ireland,ND,2472,596,-2612,79368,ND,-3547,-37981,-3964,485181
2/29/2020,11509,Italy,ND,-900,-346,1559,46382,ND,-53,-6592,1153,93029
2/29/2020,11703,Luxembourg,ND,2351,750,-2958,72423,ND,-539,-7629,9496,77769
2/29/2020,12009,Monaco,ND,-3,1,2,0,ND,-1,-5,8,65
2/29/2020,12106,Netherlands,ND,-1301,1439,-1316,189940,ND,113,-29225,1412,332749
2/29/2020,12203,Norway,ND,222,113,532,25778,ND,117,-3971,322,30746
2/29/2020,12319,Portugal,ND,-23,-24,61,4114,ND,46,-604,83,8377
2/29/2020,12505,Spain,ND,-490,-178,532,43925,ND,483,-8237,-276,104860
2/29/2020,12602,Sweden,ND,-261,253,394,32150,ND,151,-7113,2131,108413
2/29/2020,12688,Switzerland,ND,-2365,328,2552,44012,ND,253,-44420,6980,517928
2/29/2020,12807,Turkey,ND,16,-957,662,14498,ND,-6,-2245,-145,12710
2/29/2020,13005,UK,ND,8956,58,-12891,416146,ND,16137,-127378,3926,901155
2/29/2020,13006,Guernsey,ND,34,2,39,11656,ND,138,-4567,3431,34004
2/29/2020,13007,Jersey,ND,-147,1,370,8794,ND,-118,-11636,3633,84984
2/29/2020,15288,CzechRep,ND,96,-12,-1,1897,ND,14,-248,-37,1801
2/29/2020,15768,Poland,ND,-3,-51,-43,7313,ND,-28,-1378,85,7442
2/29/2020,16101,Russia,ND,85,-551,603,18160,ND,-11,-9839,1379,59997
2/29/2020,16713,EuroArea,ND,5415,3024,-3339,729346,ND,-3199,-181680,16557,1966350
2/29/2020,19992,EurTotal,ND,12627,2860,-11438,1368685,ND,13225,-402040,41866,3835807
2/29/2020,29998,Canada,ND,-2710,2730,3523,408463,ND,-3878,-44140,6030,547521
2/29/2020,30104,Argentina,ND,-459,-466,-246,23046,ND,-289,-236,212,2797
2/29/2020,30155,Barbados,ND,36,-11,-63,1896,ND,0,0,0,2
2/29/2020,30309,Brazil,ND,1891,-827,-1613,29027,ND,-1715,-21323,3704,139759
2/29/2020,30406,Chile,ND,-266,40,217,27731,ND,-186,-1301,466,9813
2/29/2020,30503,Colombia,ND,-1796,-200,1441,23171,ND,-127,-469,141,5750
2/29/2020,31704,Mexico,ND,-456,-2035,1245,89576,ND,110,-7005,1054,64021
2/29/2020,31887,Panama,ND,-7,80,-100,10907,ND,-127,-3325,221,14069
2/29/2020,32204,Peru,ND,-20,-38,1051,13671,ND,-153,-388,167,2865
2/29/2020,32409,TrinidadTobago,ND,57,-5,-51,757,ND,-1,0,1,0
2/29/2020,32603,Uruguay,ND,1,12,-32,6047,ND,-94,0,94,0
2/29/2020,32719,Venezuela,ND,-4,668,-304,1764,ND,-58,0,58,0
2/29/2020,34401,CaribTotal,ND,-15158,3401,11850,572747,ND,-1754,-101536,79044,1801399
2/29/2020,35254,Aruba,ND,0,-1,3,236,ND,-1,0,1,0
2/29/2020,35319,Bahamas,ND,-1354,14,1312,2879,ND,-178,-481,627,6904
2/29/2020,35602,Bermuda,ND,-1058,347,1013,37502,ND,564,-18648,-2054,212139
2/29/2020,35807,BritishVI,ND,591,187,-340,18990,ND,836,-2381,-838,51019
2/29/2020,36137,Cayman,ND,-12047,2591,8782,501642,ND,-1326,-64265,72804,1507154
2/29/2020,36188,Curacao,ND,-6,13,3,1330,ND,-37,-6456,-1427,25745
2/29/2020,37206,NethAnt,ND,-8,14,30,4712,ND,-36,-6456,-6492,42200
2/29/2020,39001,CaribBanking,ND,-15065,3046,12034,571915,ND,-1939,-93175,68117,1776446
2/29/2020,39942,LATotal,ND,-1084,-3333,1567,235897,ND,-2745,-34058,6201,239055
2/29/2020,41408,China,ND,-4484,73,6263,19147,ND,-440,2034,2941,211521
2/29/2020,42005,HongKong,ND,240,71,-317,7448,ND,-6218,-2438,7277,164168
2/29/2020,42102,India,ND,-13,-69,906,16393,ND,-512,-13633,4694,176973
2/29/2020,42218,Indonesia,ND,309,-703,-354,37525,ND,-164,-4793,-559,31807
2/29/2020,42501,Israel,ND,45,186,11,19441,ND,-71,-3473,2319,51363
2/29/2020,42609,Japan,ND,1966,1559,2644,175007,ND,1482,-84823,-2999,833749
2/29/2020,43001,Korea,ND,579,15,-40,19611,ND,-1791,-14585,1615,185120
2/29/2020,43419,Lebanon,ND,12,-270,-17,616,ND,0,-1,1,8
2/29/2020,43605,Malaysia,ND,-30,-33,-716,9832,ND,-244,-1299,197,18955
2/29/2020,44806,Philippines,ND,343,47,-289,6235,ND,-43,-1145,370,18535
2/29/2020,46019,Singapore,ND,-159,38,-326,12654,ND,1331,-4408,-1360,57310
2/29/2020,46302,Taiwan,ND,-162,2,155,91,ND,-377,-3911,-1407,201279
2/29/2020,46418,Thailand,ND,-376,-44,260,6217,ND,-349,-4299,915,30262
2/29/2020,46604,UAE,ND,-311,113,260,11832,ND,-264,-883,759,7062
2/29/2020,49999,AsiaTotal,ND,-1873,1487,8328,385650,ND,-8343,-140869,16680,2015334
2/29/2020,53201,Liberia,ND,0,6,17,1417,ND,-9,-4698,178,10434
2/29/2020,53805,Mauritius,ND,-4,6,-11,1582,ND,-250,-863,969,16070
2/29/2020,55719,SouthAfrica,ND,598,-375,-578,13459,ND,-44,-8522,737,57899
2/29/2020,57002,Egypt,ND,30,-185,46,7002,ND,-4,-486,351,3952
2/29/2020,59994,AfricaTotal,ND,716,-447,-496,43719,ND,192,-15672,2407,90873
2/29/2020,60089,Australia,ND,2597,532,-1837,126622,ND,157,-23213,1428,180233
2/29/2020,61689,NZealand,ND,-272,-29,747,12110,ND,38,-692,-239,12858
2/29/2020,66666,EME,ND,-4013,-5424,7975,532127,ND,-12409,-119484,29569,1593463
2/29/2020,69995,ForeignAll,ND,-5155,8396,10831,3157250,ND,-3108,-764429,150413,8729116
2/29/2020,79995,IROTotal,ND,-4041,1098,-1131,86925,ND,-43,-58,100,5
2/29/2020,99996,Total,ND,-9196,8328,10937,3244265,ND,-3151,-761584,147593,8728832
3/31/2020,10189,Austria,ND,-149,-562,-422,11401,ND,66,-3777,-342,7868
3/31/2020,10251,Belgium,ND,17398,-223,-17738,7783,ND,205,-7322,-267,38311
3/31/2020,10502,Denmark,ND,-1027,-759,-23,15760,ND,-264,-4271,-1574,90581
3/31/2020,10707,Finland,ND,40,-586,465,11774,ND,-5,-5083,-1175,31607
3/31/2020,10804,France,ND,-4284,-8315,-1485,164524,ND,2257,-75483,2617,352809
3/31/2020,11002,Germany,ND,-10440,-2617,10293,75615,ND,-451,-57887,5013,286059
3/31/2020,11207,Greece,ND,-33,-9,-303,3903,ND,13,-1453,170,4304
3/31/2020,11401,Ireland,ND,3887,-4898,-3849,74508,ND,-5870,-81315,18939,416935
3/31/2020,11509,Italy,ND,-206,-1821,-3854,40501,ND,-44,-20916,1404,73474
3/31/2020,11703,Luxembourg,ND,5396,-5328,-9634,62857,ND,2518,-12034,1552,69805
3/31/2020,12009,Monaco,ND,1,-2,1,0,ND,0,-8,-7,50
3/31/2020,12106,Netherlands,ND,-7168,-11639,765,171899,ND,771,-37669,-22947,272904
3/31/2020,12203,Norway,ND,-603,-1829,375,23721,ND,44,-6040,-1153,23597
3/31/2020,12319,Portugal,ND,-27,-174,-477,3436,ND,-36,-931,-24,7386
3/31/2020,12505,Spain,ND,-972,-1723,-1816,39414,ND,-32,-23180,-457,81190
3/31/2020,12602,Sweden,ND,-2121,-1954,569,28645,ND,340,-15024,216,93946
3/31/2020,12688,Switzerland,ND,109,-2519,-1348,40254,ND,-1343,-28561,-23971,464053
3/31/2020,12807,Turkey,ND,-173,-1267,-721,12337,ND,-94,-2450,-28,10138
3/31/2020,13005,UK,ND,-15902,-23863,10067,386448,ND,8252,-147367,-13278,748762
3/31/2020,13006,Guernsey,ND,836,-648,-1289,10554,ND,-95,-5744,4138,32302
3/31/2020,13007,Jersey,ND,22,-613,-491,7712,ND,456,-13751,-2376,69314
3/31/2020,15288,CzechRep,ND,21,-139,-80,1700,ND,-34,-497,-36,1234
3/31/2020,15768,Poland,ND,43,-219,-304,6833,ND,10,-1486,253,6219
3/31/2020,16101,Russia,ND,-61,-1879,-1198,15022,ND,-16,-13909,-138,45935
3/31/2020,16713,EuroArea,ND,3350,-38134,-27429,667133,ND,-693,-327436,4701,1642922
3/31/2020,19992,EurTotal,ND,-16660,-74702,-24466,1252857,ND,5610,-569238,-32028,3240151
3/31/2020,29998,Canada,ND,-774,-25753,-8030,373906,ND,-927,-119859,916,427651
3/31/2020,30104,Argentina,ND,87,-5271,172,18034,ND,1235,-823,-1341,1868
3/31/2020,30155,Barbados,ND,217,-326,58,1846,ND,-112,0,112,2
3/31/2020,30309,Brazil,ND,-13040,-3544,11792,24235,ND,-709,-53425,2525,88150
3/31/2020,30406,Chile,ND,-1758,-2320,764,24417,ND,462,-1777,-822,7677
3/31/2020,30503,Colombia,ND,-938,-2756,-379,19098,ND,218,-2223,-370,3374
3/31/2020,31704,Mexico,ND,-5611,-19557,6000,70407,ND,-270,-18713,35,45073
3/31/2020,31887,Panama,ND,45,-996,-104,9853,ND,-470,-7089,-1078,5432
3/31/2020,32204,Peru,ND,-245,-766,-123,12536,ND,-142,-623,37,2136
3/31/2020,32409,TrinidadTobago,ND,6,-134,9,638,ND,-5,0,5,0
3/31/2020,32603,Uruguay,ND,113,-510,-204,5447,ND,298,0,-298,0
3/31/2020,32719,Venezuela,ND,5,-732,78,1115,ND,129,0,-129,0
3/31/2020,34401,CaribTotal,ND,-29299,-30620,18983,531811,ND,8709,-194845,32667,1647930
3/31/2020,35254,Aruba,ND,-8,-40,45,233,ND,0,0,0,0
3/31/2020,35319,Bahamas,ND,107,-100,-548,2339,ND,1126,-770,-891,6369
3/31/2020,35602,Bermuda,ND,-503,-2527,-1737,32735,ND,176,-31409,-9543,171362
3/31/2020,35807,BritishVI,ND,456,-1357,-675,17413,ND,-1839,-4574,-2566,42041
3/31/2020,36137,Cayman,ND,-27880,-21417,16446,468790,ND,5240,-129855,35055,1417594
3/31/2020,36188,Curacao,ND,19,-95,18,1272,ND,-20,-12937,589,13376
3/31/2020,37206,NethAnt,ND,16,-98,-119,4510,ND,-20,-12937,-7317,21925
3/31/2020,39001,CaribBanking,ND,-28671,-25138,13238,531343,ND,7891,-182061,15257,1617534
3/31/2020,39942,LATotal,ND,-21673,-39986,18022,192260,ND,904,-84697,-1584,153677
3/31/2020,41408,China,ND,-7114,-287,5472,17218,ND,-361,-14109,-4284,192767
3/31/2020,42005,HongKong,ND,-625,-484,446,6785,ND,-4689,-20925,5653,144208
3/31/2020,42102,India,ND,-1862,-317,-1926,12289,ND,-830,-44757,-4623,126763
3/31/2020,42218,Indonesia,ND,-5042,-3712,2017,30788,ND,-58,-9362,-319,22068
3/31/2020,42501,Israel,ND,-333,-42,-1095,17972,ND,391,-8372,-1254,42127
3/31/2020,42609,Japan,ND,-13317,-6468,3092,158314,ND,-5529,-67610,2049,762659
3/31/2020,43001,Korea,ND,-1552,-825,859,18092,ND,-4667,-21863,-1241,157349
3/31/2020,43419,Lebanon,ND,-196,-187,224,457,ND,6,-1,-4,9
3/31/2020,43605,Malaysia,ND,-1034,-602,-64,8132,ND,-101,-2179,-951,15725
3/31/2020,44806,Philippines,ND,342,-362,-282,5933,ND,-125,-4119,277,14568
3/31/2020,46019,Singapore,ND,62,-699,-666,11351,ND,3280,-11421,-4207,44963
3/31/2020,46302,Taiwan,ND,-199,1,189,82,ND,-1321,-27585,74,172447
3/31/2020,46418,Thailand,ND,-645,-184,-550,4839,ND,-211,-5432,-672,23947
