date,country_code,country_name,us_bond_survey_pos,us_bond_adj_net_flow,us_bond_adj_val_chg,us_bond_monthly_gap,us_bond_est_pos,us_stk_survey_pos,us_stk_adj_net_flow,us_stk_adj_val_chg,us_stk_monthly_gap,us_stk_est_pos
8/31/2014,34401,CaribTotal,ND,5293,1956,2393,328409,ND,-2314,15408,15083,1143734
8/31/2014,35254,Aruba,ND,-11,3,6,175,ND,0,0,0,0
8/31/2014,35319,Bahamas,ND,-58,12,51,1296,ND,-523,-9,751,6119
8/31/2014,35602,Bermuda,ND,-266,321,300,30702,ND,-98,629,10789,206874
8/31/2014,35807,BritishVI,ND,-121,156,266,14144,ND,385,910,54,58515
8/31/2014,36137,Cayman,ND,5739,1049,1717,272129,ND,-1135,12686,2875,773853
8/31/2014,36188,Curacao,ND,5,37,325,3616,ND,-25,1061,-217,98804
8/31/2014,37206,NethAnt,ND,2,38,300,4541,ND,-24,1104,78,80349
8/31/2014,39001,CaribBanking,ND,5536,1593,2364,324614,ND,-2174,15116,14539,1080248
8/31/2014,39942,LATotal,ND,7409,2587,-5492,221312,ND,-70,19844,-985,288178
8/31/2014,41408,China,ND,225,16,-95,1392,ND,-170,204,1994,112319
8/31/2014,42005,HongKong,ND,-1573,35,1712,3098,ND,1559,-1808,4216,150066
8/31/2014,42102,India,ND,1913,4,-135,5808,ND,379,2720,1738,116355
8/31/2014,42218,Indonesia,ND,98,99,843,18135,ND,43,-460,574,33202
8/31/2014,42501,Israel,ND,-221,89,58,16859,ND,-109,-1626,2564,53890
8/31/2014,42609,Japan,ND,-1962,-335,2297,76411,ND,-1785,-13879,-3708,613125
8/31/2014,43001,Korea,ND,-828,419,638,35570,ND,-334,-1279,1766,159991
8/31/2014,43419,Lebanon,ND,0,3,36,773,ND,1,-1,-2,104
8/31/2014,43605,Malaysia,ND,-3521,196,3345,12818,ND,76,263,455,30768
8/31/2014,44806,Philippines,ND,201,69,373,7782,ND,11,438,-58,17492
8/31/2014,46019,Singapore,ND,-9,74,7,9857,ND,185,-1530,2839,71524
8/31/2014,46302,Taiwan,ND,142,3,-156,262,ND,513,3327,-859,116357
8/31/2014,46418,Thailand,ND,-2,14,132,3373,ND,137,1648,-22,35406
8/31/2014,46604,UAE,ND,96,22,-29,4258,ND,71,-50,143,5578
8/31/2014,49999,AsiaTotal,ND,-5151,818,9029,207802,ND,491,-12197,12484,1525987
8/31/2014,53201,Liberia,ND,-9,19,-11,1503,ND,-4,353,76,5536
8/31/2014,53805,Mauritius,ND,-1,2,-7,109,ND,-27,180,31,8854
8/31/2014,55719,SouthAfrica,ND,-6,156,330,12979,ND,20,1237,1996,73997
8/31/2014,57002,Egypt,ND,0,20,-21,1221,ND,8,-25,362,3088
8/31/2014,59994,AfricaTotal,ND,55,321,305,23543,ND,35,2081,2133,96509
8/31/2014,60089,Australia,ND,-3053,1396,2368,134901,ND,84,450,2095,164734
8/31/2014,61689,NZealand,ND,-121,-12,-195,10248,ND,-26,-68,-18,6258
8/31/2014,66666,EME,ND,3588,3698,1411,428289,ND,2149,22156,17704,1387673
8/31/2014,69995,ForeignAll,ND,-1313,14873,1544,2472613,ND,-15521,50259,86590,7076248
8/31/2014,79995,IROTotal,ND,-6752,76,5842,54264,ND,32,1,-17,73
8/31/2014,99996,Total,ND,-8065,16138,6232,2526953,ND,-15489,50179,86693,7076291
9/30/2014,10189,Austria,ND,-44,-195,-24,7322,ND,-43,-1006,631,11112
9/30/2014,10251,Belgium,ND,5504,-332,-7291,11168,ND,-2,-1153,-745,49942
9/30/2014,10502,Denmark,ND,-654,-185,1803,7207,ND,325,-99,1028,67004
9/30/2014,10707,Finland,ND,-93,-137,384,5088,ND,-2,-900,-360,33176
9/30/2014,10804,France,ND,-4669,-3256,4748,122578,ND,1143,-12667,378,334793
9/30/2014,11002,Germany,ND,-4322,-2774,3197,79983,ND,-429,-11818,1868,270910
9/30/2014,11207,Greece,ND,21,-14,-191,2246,ND,79,-1326,309,8923
9/30/2014,11401,Ireland,ND,1152,-863,-1607,52538,ND,-2304,-8197,10372,293965
9/30/2014,11509,Italy,ND,516,-1998,-7640,50748,ND,466,-1356,32,77706
9/30/2014,11703,Luxembourg,ND,2381,-1476,2598,89852,ND,166,-1824,-290,45709
9/30/2014,12009,Monaco,ND,8,0,-8,0,ND,62,-2,-59,15
9/30/2014,12106,Netherlands,ND,-609,-2853,1238,141379,ND,1475,-3378,-2806,235419
9/30/2014,12203,Norway,ND,528,-674,-110,33529,ND,224,-1879,468,30671
9/30/2014,12319,Portugal,ND,1163,-147,352,6046,ND,-68,-840,307,8050
9/30/2014,12505,Spain,ND,-1970,-1483,-1396,41954,ND,-63,-3127,-677,96326
9/30/2014,12602,Sweden,ND,-2084,-861,1159,40117,ND,-220,-2186,-216,84855
9/30/2014,12688,Switzerland,ND,2984,-480,-2082,11267,ND,-202,-11552,2694,424383
9/30/2014,12807,Turkey,ND,-422,-767,441,17236,ND,12,-3348,54,24290
9/30/2014,13005,UK,ND,-15145,-5348,20356,316188,ND,-28210,-53380,6576,937105
9/30/2014,13006,Guernsey,ND,106,-25,3,4774,ND,-73,-1418,919,30624
9/30/2014,13007,Jersey,ND,114,-145,-84,8627,ND,-114,-4112,1884,77875
9/30/2014,15288,CzechRep,ND,50,-22,-56,904,ND,-13,91,32,2781
9/30/2014,15768,Poland,ND,91,-575,-917,19339,ND,13,42,340,11593
9/30/2014,16101,Russia,ND,71,-79,-468,11914,ND,-39,-2914,573,46303
9/30/2014,16713,EuroArea,ND,-1053,-15717,-5357,609772,ND,397,-47698,8927,1466484
9/30/2014,19992,EurTotal,ND,-16253,-25456,15247,1124436,ND,-27449,-128738,23570,3215711
9/30/2014,29998,Canada,ND,-7192,-7349,9541,385653,ND,106,-31490,-3372,441114
9/30/2014,30104,Argentina,ND,181,599,-296,9553,ND,-135,448,108,4382
9/30/2014,30155,Barbados,ND,122,-118,-72,2528,ND,-52,-1,79,30
9/30/2014,30309,Brazil,ND,2065,-3633,1964,57670,ND,-710,-31125,2393,131773
9/30/2014,30406,Chile,ND,-140,-327,752,15683,ND,-84,-336,-257,12237
9/30/2014,30503,Colombia,ND,612,-653,-100,17527,ND,950,-822,-275,7651
9/30/2014,31704,Mexico,ND,-1929,-2937,4172,87252,ND,295,-3325,129,77120
9/30/2014,31887,Panama,ND,40,-188,387,6626,ND,-42,311,-355,19630
9/30/2014,32204,Peru,ND,-291,-244,267,8394,ND,138,-156,-221,2050
9/30/2014,32409,TrinidadTobago,ND,-24,-41,72,924,ND,-9,-1,9,4
9/30/2014,32603,Uruguay,ND,-57,-147,36,3093,ND,-152,-6,159,44
9/30/2014,32719,Venezuela,ND,535,-1375,-196,10132,ND,-40,-12,57,52
9/30/2014,34401,CaribTotal,ND,-6599,-4221,7946,325536,ND,-327,-43037,38062,1138433
9/30/2014,35254,Aruba,ND,6,-7,0,174,ND,0,0,0,0
9/30/2014,35319,Bahamas,ND,-266,-20,272,1281,ND,-976,-231,1283,6194
9/30/2014,35602,Bermuda,ND,-1055,-525,888,30011,ND,-590,-10422,1061,196923
9/30/2014,35807,BritishVI,ND,-841,-255,1088,14135,ND,-1101,-1327,2200,58287
9/30/2014,36137,Cayman,ND,-5940,-1689,5538,270038,ND,-269,-18636,30072,785019
9/30/2014,36188,Curacao,ND,-7,-66,67,3610,ND,66,-6733,-955,91182
9/30/2014,37206,NethAnt,ND,-7,-67,48,4515,ND,66,-7008,1689,75096
9/30/2014,39001,CaribBanking,ND,-6387,-2489,6386,322124,ND,-710,-35986,33062,1076613
9/30/2014,39942,LATotal,ND,1134,-9275,7416,220586,ND,185,-35069,1817,255111
9/30/2014,41408,China,ND,-698,-12,753,1434,ND,33,-7427,4709,109633
9/30/2014,42005,HongKong,ND,-3057,-59,3169,3151,ND,-1779,-11407,1874,138753
9/30/2014,42102,India,ND,346,-38,121,6237,ND,328,-1739,323,115267
9/30/2014,42218,Indonesia,ND,127,-626,250,17886,ND,-42,-1025,-320,31815
9/30/2014,42501,Israel,ND,-199,-74,192,16778,ND,-134,916,276,54948
9/30/2014,42609,Japan,ND,-3664,-3310,9204,78641,ND,615,-8122,227,605845
9/30/2014,43001,Korea,ND,-2465,-871,2902,35136,ND,-303,-13100,1907,148495
9/30/2014,43419,Lebanon,ND,0,-4,39,809,ND,-10,-5,16,104
9/30/2014,43605,Malaysia,ND,-950,-418,1240,12690,ND,183,-1495,-43,29413
9/30/2014,44806,Philippines,ND,228,-176,-638,7196,ND,-15,74,339,17891
9/30/2014,46019,Singapore,ND,-982,-220,994,9650,ND,1155,-2906,942,70715
9/30/2014,46302,Taiwan,ND,430,-5,-421,266,ND,205,-8192,509,108879
9/30/2014,46418,Thailand,ND,97,-38,-48,3384,ND,21,15,680,36122
9/30/2014,46604,UAE,ND,74,-18,-192,4122,ND,84,-279,662,6046
9/30/2014,49999,AsiaTotal,ND,-11190,-6075,17785,208321,ND,775,-55279,12707,1484191
9/30/2014,53201,Liberia,ND,1,-30,-47,1428,ND,0,308,123,5966
9/30/2014,53805,Mauritius,ND,18,-2,-39,86,ND,92,-670,722,8998
9/30/2014,55719,SouthAfrica,ND,769,-547,-936,12265,ND,-50,-7141,859,67665
9/30/2014,57002,Egypt,ND,-1,-2,-5,1213,ND,-3,-151,351,3285
9/30/2014,59994,AfricaTotal,ND,611,-779,-530,22845,ND,-173,-8939,3618,91016
9/30/2014,60089,Australia,ND,443,-3119,510,132735,ND,752,-19628,-301,145557
9/30/2014,61689,NZealand,ND,-19,-522,582,10289,ND,-41,-479,16,5754
9/30/2014,66666,EME,ND,-5991,-14262,14467,422503,ND,145,-97293,18914,1309440
9/30/2014,69995,ForeignAll,ND,-39060,-57498,59142,2435198,ND,-26058,-325954,77812,6802048
9/30/2014,79995,IROTotal,ND,-1086,-1556,3874,55496,ND,70,-18,-47,78
9/30/2014,99996,Total,ND,-40146,-57830,61768,2490745,ND,-25988,-322198,74001,6802105
10/31/2014,10189,Austria,ND,-2456,14,2541,7421,ND,-11,76,107,11284
10/31/2014,10251,Belgium,ND,8047,-18,-8508,10689,ND,133,-1015,113,49174
10/31/2014,10502,Denmark,ND,-2615,-6,1657,6243,ND,-129,-1600,978,66254
10/31/2014,10707,Finland,ND,66,6,-53,5108,ND,-84,-157,-153,32782
10/31/2014,10804,France,ND,612,196,1687,125072,ND,2095,-14905,1598,323582
10/31/2014,11002,Germany,ND,-10826,-218,9762,78702,ND,622,-5481,4203,270254
10/31/2014,11207,Greece,ND,46,4,35,2331,ND,112,-1405,250,7881
10/31/2014,11401,Ireland,ND,4063,125,-3357,53369,ND,360,-6784,8665,296206
10/31/2014,11509,Italy,ND,188,-499,-4473,45964,ND,225,-4551,-3041,70339
10/31/2014,11703,Luxembourg,ND,3798,585,-2351,91884,ND,659,-1238,494,45624
10/31/2014,12009,Monaco,ND,28,0,-28,0,ND,-39,-1,38,12
10/31/2014,12106,Netherlands,ND,-3039,684,2065,141090,ND,-653,-5314,5397,234849
10/31/2014,12203,Norway,ND,181,12,-837,32885,ND,270,-3074,1205,29073
10/31/2014,12319,Portugal,ND,-177,-51,-60,5758,ND,80,-692,258,7696
10/31/2014,12505,Spain,ND,-2235,-272,423,39871,ND,-184,-3793,1935,94284
10/31/2014,12602,Sweden,ND,-630,114,970,40571,ND,132,-1335,1399,85051
10/31/2014,12688,Switzerland,ND,324,59,12,11662,ND,-506,-3171,7997,428703
10/31/2014,12807,Turkey,ND,85,653,591,18564,ND,0,2539,-473,26357
10/31/2014,13005,UK,ND,-4767,1354,2867,315641,ND,8013,-23356,11341,933102
10/31/2014,13006,Guernsey,ND,-21,6,128,4887,ND,379,-648,1530,31885
10/31/2014,13007,Jersey,ND,2,36,43,8709,ND,255,-1869,-81,76180
10/31/2014,15288,CzechRep,ND,-5,-2,21,918,ND,3,-304,-12,2468
10/31/2014,15768,Poland,ND,12,-159,-501,18691,ND,114,-425,-81,11201
10/31/2014,16101,Russia,ND,399,-109,-355,11848,ND,-72,-1070,507,45668
10/31/2014,16713,EuroArea,ND,-1985,641,-2813,605615,ND,3352,-45321,19969,1444483
10/31/2014,19992,EurTotal,ND,-9292,3102,4035,1122281,ND,10534,-79866,46748,3193127
10/31/2014,29998,Canada,ND,-13630,1562,13921,387507,ND,1734,-13473,-7409,421965
10/31/2014,30104,Argentina,ND,-330,436,1811,11470,ND,-242,138,-271,4007
10/31/2014,30155,Barbados,ND,-1054,39,1023,2537,ND,-65,-1,40,4
10/31/2014,30309,Brazil,ND,-1706,626,1883,58472,ND,-75,89,-320,131468
10/31/2014,30406,Chile,ND,-367,121,1139,16576,ND,67,-83,-351,11870
10/31/2014,30503,Colombia,ND,281,45,690,18544,ND,183,-299,-231,7303
10/31/2014,31704,Mexico,ND,4244,703,607,92806,ND,-629,-389,-111,75991
10/31/2014,31887,Panama,ND,249,88,-104,6859,ND,-107,-1076,1242,19689
10/31/2014,32204,Peru,ND,506,61,278,9239,ND,-19,-10,-270,1752
10/31/2014,32409,TrinidadTobago,ND,9,14,-31,916,ND,-3,0,1,2
10/31/2014,32603,Uruguay,ND,-272,63,349,3234,ND,-43,0,41,42
10/31/2014,32719,Venezuela,ND,-2890,-437,2831,9635,ND,-31,0,29,50
10/31/2014,34401,CaribTotal,ND,-228,1814,4574,331696,ND,4736,14804,7438,1165411
10/31/2014,35254,Aruba,ND,-1,3,-7,169,ND,0,0,0,0
10/31/2014,35319,Bahamas,ND,-383,8,424,1330,ND,-135,-87,786,6758
10/31/2014,35602,Bermuda,ND,-360,200,955,30806,ND,769,-2086,1882,197489
10/31/2014,35807,BritishVI,ND,111,97,-149,14194,ND,-441,1371,1242,60459
10/31/2014,36137,Cayman,ND,-485,884,4884,275321,ND,3002,19832,4341,812193
10/31/2014,36188,Curacao,ND,-20,25,44,3660,ND,156,-2556,-818,87964
10/31/2014,37206,NethAnt,ND,-28,25,44,4556,ND,156,-2678,-79,72495
10/31/2014,39001,CaribBanking,ND,-1118,1205,6403,328614,ND,4126,13906,8715,1103361
10/31/2014,39942,LATotal,ND,-283,1771,9772,231847,ND,-926,-1632,-245,252309
10/31/2014,41408,China,ND,-990,16,1031,1491,ND,-121,4580,-723,113369
10/31/2014,42005,HongKong,ND,1618,24,-1627,3167,ND,-1441,9357,1784,148453
10/31/2014,42102,India,ND,347,47,22,6652,ND,198,4389,1493,121348
10/31/2014,42218,Indonesia,ND,-867,455,1390,18864,ND,16,54,-341,31544
10/31/2014,42501,Israel,ND,-65,-40,391,17064,ND,-127,-616,1947,56153
10/31/2014,42609,Japan,ND,2743,-962,-2407,78015,ND,-2931,-7937,9702,604679
10/31/2014,43001,Korea,ND,-1019,27,892,35036,ND,533,-4674,-1244,143109
10/31/2014,43419,Lebanon,ND,0,-1,88,896,ND,-6,-2,66,162
10/31/2014,43605,Malaysia,ND,-2418,48,-220,10099,ND,114,-18,-621,28888
10/31/2014,44806,Philippines,ND,179,112,39,7526,ND,30,-98,-219,17604
10/31/2014,46019,Singapore,ND,-273,43,346,9765,ND,669,-906,219,70697
10/31/2014,46302,Taiwan,ND,462,5,-470,263,ND,173,2725,-304,111473
10/31/2014,46418,Thailand,ND,-86,-9,106,3395,ND,-140,-185,-87,35710
10/31/2014,46604,UAE,ND,140,-10,-61,4191,ND,117,-124,-299,5739
10/31/2014,49999,AsiaTotal,ND,343,-91,-1341,207232,ND,-3214,6512,11665,1499153
10/31/2014,53201,Liberia,ND,-6,16,2,1440,ND,-6,61,222,6243
10/31/2014,53805,Mauritius,ND,-1,1,1,87,ND,31,96,-74,9050
10/31/2014,55719,SouthAfrica,ND,255,316,-167,12668,ND,-3,4283,-832,71112
10/31/2014,57002,Egypt,ND,-31,21,1,1204,ND,-7,-66,-91,3121
10/31/2014,59994,AfricaTotal,ND,246,469,-116,23443,ND,-62,4543,-1183,94313
10/31/2014,60089,Australia,ND,-3544,910,990,131091,ND,1149,7688,296,154691
10/31/2014,61689,NZealand,ND,-42,62,153,10463,ND,37,-46,155,5900
10/31/2014,66666,EME,ND,-1946,3493,10478,434528,ND,-1226,18099,477,1326789
10/31/2014,69995,ForeignAll,ND,-26428,10301,31392,2450463,ND,13966,-59869,54680,6810825
10/31/2014,79995,IROTotal,ND,-1146,619,1584,56553,ND,4,-4,10,89
10/31/2014,99996,Total,ND,-27574,10156,33738,2507065,ND,13970,-61429,56264,6810910
11/30/2014,10189,Austria,ND,-40,13,6,7401,ND,-4,273,325,11878
11/30/2014,10251,Belgium,ND,4577,3,-5440,9829,ND,21,2621,-464,51351
11/30/2014,10502,Denmark,ND,-778,8,765,6238,ND,212,264,-278,66452
11/30/2014,10707,Finland,ND,371,11,-410,5079,ND,22,1036,-431,33409
11/30/2014,10804,France,ND,-1462,192,3675,127477,ND,899,11045,-204,335322
11/30/2014,11002,Germany,ND,-4638,-40,8790,82813,ND,-657,17195,-492,286299
11/30/2014,11207,Greece,ND,22,2,-8,2348,ND,18,219,-81,8037
11/30/2014,11401,Ireland,ND,2865,150,-2805,53578,ND,-253,21573,4887,322413
11/30/2014,11509,Italy,ND,-62,226,-865,45263,ND,353,-23,-53,70616
11/30/2014,11703,Luxembourg,ND,1222,291,-1722,91675,ND,1222,1144,-3907,44083
11/30/2014,12009,Monaco,ND,30,0,-30,0,ND,23,-3,-17,15
11/30/2014,12106,Netherlands,ND,-4007,408,1275,138766,ND,138,12935,-11906,236017
11/30/2014,12203,Norway,ND,-266,-40,788,33366,ND,126,-3251,587,26535
11/30/2014,12319,Portugal,ND,72,29,120,5980,ND,81,-450,10,7336
11/30/2014,12505,Spain,ND,-567,38,-257,39084,ND,195,2726,571,97776
11/30/2014,12602,Sweden,ND,-1626,108,-353,38700,ND,293,2239,650,88234
11/30/2014,12688,Switzerland,ND,-658,92,446,11543,ND,-86,14295,-11852,431060
11/30/2014,12807,Turkey,ND,79,237,426,19306,ND,-3,1961,400,28715
11/30/2014,13005,UK,ND,10374,389,-10067,316338,ND,5630,3537,-741,941528
11/30/2014,13006,Guernsey,ND,3,2,56,4948,ND,-58,101,1096,33023
11/30/2014,13007,Jersey,ND,-40,11,-119,8560,ND,45,276,2883,79384
11/30/2014,15288,CzechRep,ND,-74,4,47,894,ND,1,57,-57,2469
11/30/2014,15768,Poland,ND,-19,65,-323,18414,ND,14,-203,160,11172
11/30/2014,16101,Russia,ND,-126,-555,314,11482,ND,-19,-5165,546,41030
11/30/2014,16713,EuroArea,ND,-1558,1286,2560,607903,ND,2088,70342,-12419,1504494
11/30/2014,19992,EurTotal,ND,5252,1407,-5787,1123153,ND,8452,83883,-20839,3264623
11/30/2014,29998,Canada,ND,-4185,679,2712,386713,ND,3339,-444,5,424866
11/30/2014,30104,Argentina,ND,-208,280,354,11895,ND,-94,-48,205,4071
11/30/2014,30155,Barbados,ND,31,-29,-38,2501,ND,106,0,-107,3
11/30/2014,30309,Brazil,ND,1260,-1388,-1039,57305,ND,350,-6292,-143,125384
11/30/2014,30406,Chile,ND,402,43,167,17188,ND,92,-90,310,12181
11/30/2014,30503,Colombia,ND,176,-307,-623,17790,ND,134,-976,139,6599
11/30/2014,31704,Mexico,ND,2522,-725,-1843,92760,ND,122,-3613,1108,73608
11/30/2014,31887,Panama,ND,-99,41,-21,6780,ND,-10,1374,-503,20550
11/30/2014,32204,Peru,ND,-366,126,1405,10404,ND,7,55,-79,1735
11/30/2014,32409,TrinidadTobago,ND,-1,-10,-3,902,ND,1,0,-1,2
11/30/2014,32603,Uruguay,ND,-402,21,331,3184,ND,19,-2,-20,39
11/30/2014,32719,Venezuela,ND,-100,-1181,-77,8277,ND,-45,-5,53,54
11/30/2014,34401,CaribTotal,ND,2249,77,6961,340983,ND,-301,2419,4284,1171813
11/30/2014,35254,Aruba,ND,11,-2,-8,170,ND,0,0,0,0
11/30/2014,35319,Bahamas,ND,-541,4,542,1335,ND,60,58,265,7141
11/30/2014,35602,Bermuda,ND,114,100,-326,30694,ND,-342,1123,-415,197855
11/30/2014,35807,BritishVI,ND,63,47,-288,14017,ND,-151,732,1555,62595
11/30/2014,36137,Cayman,ND,2724,355,6249,284648,ND,179,10681,3024,826077
11/30/2014,36188,Curacao,ND,4,12,46,3722,ND,-130,-10673,-73,77088
11/30/2014,37206,NethAnt,ND,64,12,3,4635,ND,-132,-11121,2817,64059
11/30/2014,39001,CaribBanking,ND,2199,511,6206,337530,ND,-94,2115,6208,1111591
11/30/2014,39942,LATotal,ND,3249,-3218,-1370,230508,ND,549,-9611,1100,244346
11/30/2014,41408,China,ND,-368,3,887,2013,ND,134,1667,3653,118824
11/30/2014,42005,HongKong,ND,-3625,13,3617,3172,ND,2937,641,-3575,148456
11/30/2014,42102,India,ND,-111,-33,222,6730,ND,689,1925,3955,127917
11/30/2014,42218,Indonesia,ND,307,80,149,19399,ND,86,229,555,32414
11/30/2014,42501,Israel,ND,-7,39,268,17364,ND,355,1312,-958,56862
11/30/2014,42609,Japan,ND,608,-2920,3567,79271,ND,1745,1730,-1626,606529
11/30/2014,43001,Korea,ND,-341,-509,23,34209,ND,8090,-3634,-4542,143023
11/30/2014,43419,Lebanon,ND,-21,2,28,905,ND,-12,-6,96,241
11/30/2014,43605,Malaysia,ND,-294,-200,-40,9565,ND,56,-1408,640,28176
11/30/2014,44806,Philippines,ND,57,27,857,8467,ND,49,195,639,18487
11/30/2014,46019,Singapore,ND,-1152,-18,641,9236,ND,3002,811,-1967,72542
11/30/2014,46302,Taiwan,ND,120,1,-166,218,ND,763,1582,2964,116782
11/30/2014,46418,Thailand,ND,-293,-19,185,3268,ND,-95,474,404,36493
11/30/2014,46604,UAE,ND,-98,9,9,4112,ND,60,-212,605,6193
11/30/2014,49999,AsiaTotal,ND,-5266,-3463,10162,208665,ND,17437,5175,2630,1524395
11/30/2014,53201,Liberia,ND,0,7,-75,1372,ND,1,532,89,6865
11/30/2014,53805,Mauritius,ND,-1,0,283,369,ND,-527,-101,844,9267
11/30/2014,55719,SouthAfrica,ND,198,71,-472,12466,ND,32,105,1636,72885
11/30/2014,57002,Egypt,ND,-2,33,-10,1225,ND,2,-112,501,3513
11/30/2014,59994,AfricaTotal,ND,109,163,-546,23169,ND,546,225,2243,97327
11/30/2014,60089,Australia,ND,-4853,98,3095,129432,ND,410,-10833,-1383,142884
11/30/2014,61689,NZealand,ND,-222,93,666,11000,ND,1,-1,200,6100
11/30/2014,66666,EME,ND,-2656,-3848,5143,433167,ND,16780,-9291,8647,1342926
11/30/2014,69995,ForeignAll,ND,-3666,-5598,16727,2457927,ND,30433,68842,-11411,6898689
11/30/2014,79995,IROTotal,ND,72,-470,268,56423,ND,-14,2,21,98
11/30/2014,99996,Total,ND,-3594,-4727,15674,2514418,ND,30419,70816,-13354,6898791
12/31/2014,10189,Austria,7713,-14,-87,413,7713,11417,9,-1115,645,11417
12/31/2014,10251,Belgium,9168,4488,-177,-4972,9168,50298,37,-1558,467,50298
12/31/2014,10502,Denmark,6332,-521,-101,716,6332,62932,-237,-3943,660,62932
12/31/2014,10707,Finland,4977,-259,-67,224,4977,31353,-11,-1522,-523,31353
12/31/2014,10804,France,128516,-4927,-1562,7528,128516,317985,-1484,-17066,1213,317985
12/31/2014,11002,Germany,84885,-4153,-1567,7792,84885,274126,-662,-12639,1128,274126
12/31/2014,11207,Greece,2684,-13,-2,352,2684,6628,55,-1553,89,6628
12/31/2014,11401,Ireland,52905,1829,-356,-2146,52905,332192,1437,-9304,17646,332192
12/31/2014,11509,Italy,44956,-353,-998,1044,44956,64349,-582,-5770,85,64349
12/31/2014,11703,Luxembourg,84426,3164,-241,-10171,84426,43138,-352,-1932,1339,43138
12/31/2014,12009,Monaco,0,56,0,-56,0,10,-3,-7,5,10
12/31/2014,12106,Netherlands,142091,-880,-964,5169,142091,232733,947,-8230,4000,232733
12/31/2014,12203,Norway,32557,-1425,-340,956,32557,25048,-387,-1778,679,25048
12/31/2014,12319,Portugal,6854,42,-102,935,6854,6428,-25,-773,-111,6428
12/31/2014,12505,Spain,40059,-84,-688,1747,40059,92502,124,-7121,1724,92502
12/31/2014,12602,Sweden,40143,-596,-453,2492,40143,85216,79,-3903,806,85216
12/31/2014,12688,Switzerland,10223,22,-227,-1115,10223,409354,-853,-20276,-577,409354
12/31/2014,12807,Turkey,20077,-70,-289,1130,20077,27409,29,-1729,394,27409
12/31/2014,13005,UK,312287,-7875,-1165,4989,312287,922176,-313,-25748,6708,922176
12/31/2014,13006,Guernsey,5056,50,-6,63,5056,33320,-171,-744,1212,33320
12/31/2014,13007,Jersey,8584,8,-31,47,8584,81657,98,-2053,4228,81657
12/31/2014,15288,CzechRep,855,6,-14,-31,855,2248,-1,-194,-27,2248
12/31/2014,15768,Poland,18029,-143,-787,546,18029,10108,15,-1002,-78,10108
12/31/2014,16101,Russia,9775,-26,-1005,-676,9775,30970,-35,-10257,232,30970
12/31/2014,16713,EuroArea,609234,-1198,-7049,9579,609234,1463150,-559,-68688,27903,1463150
12/31/2014,19992,EurTotal,1118083,-11854,-13010,19794,1118083,3162620,-2151,-141474,41622,3162620
12/31/2014,29998,Canada,378754,-2249,-2277,-3433,378754,416961,-1038,-9220,2353,416961
12/31/2014,30104,Argentina,12506,-348,-143,1101,12506,3540,-15,-397,-119,3540
12/31/2014,30155,Barbados,2468,34,-71,4,2468,3,-21,-1,21,3
12/31/2014,30309,Brazil,56457,-12317,-1141,12610,56457,109379,147,-14179,-1973,109379
12/31/2014,30406,Chile,17426,787,-111,-438,17426,11510,134,-512,-294,11510
12/31/2014,30503,Colombia,17321,-1421,-519,1471,17321,6364,-3,-522,290,6364
12/31/2014,31704,Mexico,92303,2562,-2288,-731,92303,66869,-35,-5661,-1042,66869
12/31/2014,31887,Panama,6864,-134,73,146,6864,19963,-247,-165,-175,19963
12/31/2014,32204,Peru,8744,-17,-49,-1594,8744,1693,7,-61,12,1693
12/31/2014,32409,TrinidadTobago,898,-7,-24,27,898,2,4,0,-4,2
12/31/2014,32603,Uruguay,3423,13,13,213,3423,39,-65,-4,69,39
12/31/2014,32719,Venezuela,6744,-25,-1637,129,6744,59,0,-10,16,59
12/31/2014,34401,CaribTotal,344602,-8807,-2127,14553,344602,1165576,-2246,-21730,17739,1165576
12/31/2014,35254,Aruba,167,4,-4,-3,167,0,0,0,0,0
12/31/2014,35319,Bahamas,1354,-157,-3,180,1354,7060,171,-194,-58,7060
12/31/2014,35602,Bermuda,29749,-813,-87,-44,29749,197592,-164,-7266,7167,197592
12/31/2014,35807,BritishVI,13773,370,-39,-574,13773,62673,-845,-617,1540,62673
12/31/2014,36137,Cayman,289259,-7382,-587,12580,289259,820257,-1936,-8946,5062,820257
12/31/2014,36188,Curacao,3776,18,-10,46,3776,77665,-409,-457,1442,77665
12/31/2014,37206,NethAnt,4680,18,-10,38,4680,64972,-408,-477,1798,64972
12/31/2014,39001,CaribBanking,341000,-8838,-615,12923,341000,1107546,-1739,-17047,14741,1107546
12/31/2014,39942,LATotal,227274,-11041,-6155,13962,227274,219556,-64,-21540,-3186,219556
12/31/2014,41408,China,1766,432,-12,-667,1766,129054,264,1312,8655,129054
12/31/2014,42005,HongKong,3197,206,-17,-164,3197,141940,2876,-6187,-3205,141940
12/31/2014,42102,India,7171,105,-53,389,7171,121783,-208,-7643,1718,121783
12/31/2014,42218,Indonesia,19741,248,-282,375,19741,31929,-110,-175,-200,31929
12/31/2014,42501,Israel,17644,-328,-235,844,17644,56907,-63,-198,306,56907
12/31/2014,42609,Japan,83199,156,-498,4271,83199,591576,-1353,-9290,-4310,591576
12/31/2014,43001,Korea,35812,-1758,-4,3366,35812,141316,576,-4591,2309,141316
12/31/2014,43419,Lebanon,879,-4,-7,-16,879,241,-3,-36,40,241
12/31/2014,43605,Malaysia,9600,65,-323,292,9600,25806,-192,-1851,-327,25806
