"Hoofdpost","Subpost 1","Subpost 2","Sector","Subsector","&label7","Period ","waarde"
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2003Q4",281374.1
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2004Q1",303414.8
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2004Q2",306702
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2004Q3",308649.2
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2004Q4",328299.7
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2005Q1",337905.6
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2005Q2",358358.2
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2005Q3",382269.3
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2005Q4",406220.6
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2006Q1",393379.2
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2006Q2",379191.6
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2006Q3",399626.4
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2006Q4",429887.9
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2007Q1",419730.8
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2007Q2",442939.2
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2007Q3",442106.1
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2007Q4",453347.8
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2008Q1",387732.2
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2008Q2",392883.6
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2008Q3",377495.2
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2008Q4",308198.4
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2009Q1",301807.3
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2009Q2",332975.6
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2009Q3",381263
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2009Q4",408222.8
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2010Q1",441684.8
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2010Q2",432890.4
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2010Q3",447552
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2010Q4",485322.2
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2011Q1",476052.9
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2011Q2",473509.4
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2011Q3",446398.4
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2011Q4",474387.2
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2012Q1",512994.1
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2012Q2",518753
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2012Q3",534358.5
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2012Q4",546526.5
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2013Q1",587206.1
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2013Q2",566545
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2013Q3",586053.8
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2013Q4",604262.3
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2014Q1",622620
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2014Q2",658318.5
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2014Q3",689286.7
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Total ","Total ","Total ","Total ","2014Q4",716430.7
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Total ","Total ","Total ","2003Q2",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Total ","Total ","Total ","2003Q3",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Total ","Total ","Total ","2003Q4",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Total ","Total ","Total ","2004Q1",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Total ","Total ","Total ","2004Q2",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Total ","Total ","Total ","2004Q3",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Total ","Total ","Total ","2004Q4",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Total ","Total ","Total ","2005Q1",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Total ","Total ","Total ","2005Q2",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Total ","Total ","Total ","2005Q3",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Total ","Total ","Total ","2005Q4",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Total ","Total ","Total ","2006Q1",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Total ","Total ","Total ","2006Q2",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Total ","Total ","Total ","2006Q3",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Total ","Total ","Total ","2006Q4",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Total ","Total ","Total ","2007Q1",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Total ","Total ","Total ","2007Q2",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Total ","Total ","Total ","2007Q3",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Total ","Total ","Total ","2007Q4",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Total ","Total ","Total ","2008Q1",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Total ","Total ","Total ","2008Q2",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Total ","Total ","Total ","2008Q3",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Total ","Total ","Total ","2008Q4",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Total ","Total ","Total ","2009Q1",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Total ","Total ","Total ","2009Q2",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Total ","Total ","Total ","2009Q3",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Total ","Total ","Total ","2009Q4",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Total ","Total ","Total ","2010Q1",0
"Dutch portfolio investment in foreign securities ","Foreign equity and shares in foreign investment funds ","Foreign equity ","Total ","Total ","Total ","2010Q2",0
